3853	450	360
3854	450	429
3855	450	437
3856	450	461
3857	450	472
3858	450	483
3859	450	500
3860	450	528
3861	450	531
3862	450	540
3863	451	252
3864	451	282
3865	451	292
3866	451	320
3867	451	475
3868	451	481
3869	451	494
3870	451	504
3871	451	534
3872	451	536
3873	452	254
3874	452	278
3875	452	308
3876	452	313
3877	452	324
3878	452	367
3879	452	436
3880	452	476
3881	452	484
3882	452	505
3883	452	530
3884	452	534
3885	453	273
3886	453	288
3887	453	339
3888	453	343
3889	453	363
3890	453	423
3891	453	435
3892	453	442
3893	453	468
3894	453	506
3895	453	533
3896	453	537
3897	454	253
3898	454	279
3899	454	294
3900	454	314
3901	454	331
3902	454	353
3903	454	440
3904	454	460
3905	454	466
3906	454	491
3907	454	530
3908	454	536
3909	455	294
3910	455	308
3911	455	335
3912	455	346
3913	455	420
3914	455	433
3915	455	442
3916	455	477
3917	455	482
3918	455	530
3919	456	276
3920	456	295
3921	456	303
3922	456	319
3923	456	325
3924	456	365
3925	456	427
3926	456	439
3927	456	464
3928	456	469
3929	456	474
3930	456	499
3931	456	528
3932	456	532
3933	456	541
3934	457	285
3935	457	310
3936	457	312
3937	457	319
3938	457	356
3939	457	359
3940	457	424
3941	457	428
3942	457	433
3943	457	478
3944	457	479
3945	457	482
3946	457	501
3947	457	528
3948	457	539
3949	458	255
3950	458	276
3951	458	288
3952	458	309
3953	458	322
3954	458	340
3955	458	375
3956	458	440
3957	458	460
3958	458	463
3959	458	467
3960	458	498
3961	458	529
3962	458	533
3963	458	541
3964	459	287
3965	459	298
3966	459	322
3967	459	338
3968	459	357
3969	459	373
3970	459	418
3971	459	424
3972	459	442
3973	459	468
3974	459	473
3975	459	477
3976	459	501
3977	459	529
3978	460	265
3979	460	303
3980	460	324
3981	460	335
3982	460	344
3983	460	371
3984	460	389
3985	460	454
3986	460	458
3987	460	485
3988	460	491
3989	460	498
3990	460	530
3991	460	541
3992	461	296
3993	461	354
3994	461	372
3995	461	388
3996	461	429
3997	461	447
3998	461	450
3999	461	487
4000	461	500
4001	461	502
4002	461	538
4003	461	540
4004	462	256
4005	462	306
4006	462	311
4007	462	340
4008	462	343
4009	462	358
4010	462	376
4011	462	444
4012	462	486
4013	462	492
4014	462	520
4015	462	533
4016	462	548
4017	463	264
4018	463	293
4019	463	309
4020	463	317
4021	463	340
4022	463	350
4023	463	375
4024	463	458
4025	463	485
4026	463	490
4027	463	516
4028	463	535
4029	463	547
4030	464	293
4031	464	295
4032	464	325
4033	464	329
4034	464	345
4035	464	365
4036	464	434
4037	464	456
4038	464	495
4039	464	503
4040	464	507
4041	464	531
4042	464	547
4043	465	262
4044	465	299
4045	465	334
4046	465	341
4047	465	373
4048	465	375
4049	465	398
4050	465	436
4051	465	444
4052	465	486
4053	465	505
4054	465	513
4055	465	529
4056	465	535
4057	465	544
4058	466	257
4059	466	285
4060	466	332
4061	466	347
4062	466	361
4063	466	394
4064	466	440
4065	466	454
4066	466	498
4067	466	515
4068	466	536
4069	466	539
4070	466	543
4071	467	263
4072	467	291
4073	467	339
4074	467	342
4075	467	357
4076	467	376
4077	467	398
4078	467	440
4079	467	458
4080	467	490
4081	467	491
4082	467	515
4083	467	529
4084	467	533
4085	468	298
4086	468	322
4087	468	357
4088	468	358
4089	468	378
4090	468	423
4091	468	435
4092	468	453
4093	468	459
4094	468	508
4095	468	533
4096	468	542
4097	469	291
4098	469	327
4099	469	333
4100	469	359
4101	469	360
4102	469	383
4103	469	432
4104	469	439
4105	469	456
4106	469	488
4107	469	503
4108	469	528
4109	469	532
4110	470	346
4111	470	392
4112	470	505
4113	471	298
4114	471	320
4115	471	331
4116	471	347
4117	471	377
4118	471	393
4119	471	419
4120	471	439
4121	471	448
4122	471	499
4123	471	536
4124	471	542
4125	472	299
4126	472	330
4127	472	356
4128	472	365
4129	472	383
4130	472	437
4131	472	441
4132	472	450
4133	472	487
4134	472	489
4135	472	518
4136	472	528
4137	472	531
4138	472	544
4139	473	287
4140	473	338
4141	473	350
4142	473	373
4143	473	379
4144	473	422
4145	473	438
4146	473	446
4147	473	459
4148	473	512
4149	473	535
4150	473	546
4151	474	288
4152	474	315
4153	474	335
4154	474	349
4155	474	354
4156	474	382
4157	474	427
4158	474	448
4159	474	456
4160	474	488
4161	474	495
4162	474	499
4163	474	537
4164	474	541
4165	475	267
4166	475	290
4167	475	306
4168	475	314
4169	475	361
4170	475	377
4171	475	451
4172	475	494
4173	475	496
4174	475	519
4175	475	536
4176	475	540
4177	475	548
4178	476	259
4179	476	310
4180	476	323
4181	476	351
4182	476	366
4183	476	387
4184	476	436
4185	476	452
4186	476	493
4187	476	513
4188	476	534
4189	476	539
4190	476	545
4191	477	313
4192	477	331
4193	477	368
4194	477	371
4195	477	380
4196	477	392
4197	477	420
4198	477	433
4199	477	455
4200	477	459
4201	477	501
4202	477	530
4203	478	285
4204	478	319
4205	478	355
4206	478	359
4207	478	396
4208	478	435
4209	478	443
4210	478	457
4211	478	506
4212	478	508
4213	478	532
4214	478	543
4215	479	310
4216	479	312
4217	479	345
4218	479	356
4219	479	381
4220	479	430
4221	479	438
4222	479	457
4223	479	497
4224	479	512
4225	479	531
4226	479	545
4227	480	287
4228	480	313
4229	480	320
4230	480	362
4231	480	366
4232	480	400
4233	480	421
4234	480	437
4235	480	447
4236	480	500
4237	480	518
4238	480	534
4239	480	546
4240	481	258
4241	481	295
4242	481	309
4243	481	315
4244	481	324
4245	481	351
4246	481	362
4247	481	451
4248	481	496
4249	481	504
4250	481	511
4251	481	534
4252	481	541
4253	481	547
4254	482	323
4255	482	332
4256	482	349
4257	482	372
4258	482	395
4259	482	428
4260	482	442
4261	482	455
4262	482	457
4263	482	497
4264	482	501
4265	482	506
4266	482	539
4267	483	290
4268	483	311
4269	483	325
4270	483	336
4271	483	355
4272	483	360
4273	483	431
4274	483	450
4275	483	489
4276	483	502
4277	483	509
4278	483	532
4279	483	548
4280	484	261
4281	484	307
4282	484	314
4283	484	344
4284	484	368
4285	484	390
4286	484	444
4287	484	452
4288	484	492
4289	484	493
4290	484	505
4291	484	530
4292	484	540
4293	485	271
4294	485	324
4295	485	329
4296	485	344
4297	485	369
4298	485	386
4299	485	389
4300	485	460
4301	485	463
4302	485	516
4303	485	547
4304	486	281
4305	486	334
4306	486	337
4307	486	363
4308	486	375
4309	486	378
4310	486	398
4311	486	462
4312	486	465
4313	486	510
4314	486	521
4315	486	533
4316	486	550
4317	487	341
4318	487	346
4319	487	364
4320	487	382
4321	487	408
4322	487	441
4323	487	447
4324	487	461
4325	487	472
4326	487	517
4327	487	518
4328	487	538
4329	487	544
4330	488	339
4331	488	352
4332	488	388
4333	488	395
4334	488	408
4335	488	432
4336	488	448
4337	488	469
4338	488	474
4339	488	514
4340	488	537
4341	489	330
4342	489	337
4343	489	365
4344	489	383
4345	489	396
4346	489	445
4347	489	472
4348	489	483
4349	489	517
4350	489	522
4351	489	532
4352	489	550
4353	490	272
4354	490	328
4355	490	342
4356	490	348
4357	490	376
4358	490	379
4359	490	398
4360	490	463
4361	490	467
4362	490	524
4363	490	535
4364	490	549
4365	491	269
4366	491	333
4367	491	367
4368	491	380
4369	491	390
4370	491	412
4371	491	454
4372	491	460
4373	491	467
4374	491	515
4375	491	530
4376	492	283
4377	492	314
4378	492	336
4379	492	344
4380	492	370
4381	492	390
4382	492	462
4383	492	484
4384	492	510
4385	492	520
4386	492	548
4387	493	275
4388	493	312
4389	493	361
4390	493	372
4391	493	397
4392	493	399
4393	493	413
4394	493	444
4395	493	476
4396	493	484
4397	493	513
4398	493	520
4399	493	539
4400	493	540
4401	493	545
4402	494	268
4403	494	330
4404	494	334
4405	494	353
4406	494	364
4407	494	393
4408	494	394
4409	494	451
4410	494	475
4411	494	511
4412	494	523
4413	494	536
4414	494	544
4415	494	550
4416	495	315
4417	495	317
4418	495	354
4419	495	369
4420	495	382
4421	495	401
4422	495	434
4423	495	464
4424	495	474
4425	495	507
4426	495	514
4427	495	538
4428	495	547
4429	496	270
4430	496	325
4431	496	340
4432	496	344
4433	496	354
4434	496	391
4435	496	399
4436	496	475
4437	496	481
4438	496	511
4439	496	519
4440	496	540
4441	496	541
4442	496	547
4443	496	548
4444	497	323
4445	497	372
4446	497	401
4447	497	407
4448	497	430
4449	497	446
4450	497	479
4451	497	482
4452	497	512
4453	497	538
4454	497	545
4455	498	277
4456	498	319
4457	498	349
4458	498	351
4459	498	384
4460	498	399
4461	498	409
4462	498	458
4463	498	460
4464	498	466
4465	498	515
4466	498	516
4467	498	539
4468	498	541
4469	498	543
4470	499	322
4471	499	362
4472	499	371
4473	499	384
4474	499	391
4475	499	404
4476	499	427
4477	499	456
4478	499	471
4479	499	474
4480	499	507
4481	499	541
4482	499	542
4483	500	338
4484	500	368
4485	500	377
4486	500	391
4487	500	397
4488	500	403
4489	500	429
4490	500	450
4491	500	461
4492	500	480
4493	500	509
4494	500	518
4495	500	540
4496	500	546
4497	501	347
4498	501	366
4499	501	384
4500	501	397
4501	501	410
4502	501	411
4503	501	428
4504	501	457
4505	501	459
4506	501	477
4507	501	482
4508	501	508
4509	501	512
4510	501	539
4511	502	343
4512	502	354
4513	502	370
4514	502	385
4515	502	388
4516	502	431
4517	502	461
4518	502	483
4519	502	509
4520	502	517
4521	502	537
4522	502	548
4523	503	327
4524	503	328
4525	503	360
4526	503	381
4527	503	383
4528	503	449
4529	503	464
4530	503	469
4531	503	514
4532	503	525
4533	503	531
4534	503	549
4535	504	284
4536	504	327
4537	504	342
4538	504	352
4539	504	367
4540	504	387
4541	504	400
4542	504	451
4543	504	481
4544	504	519
4545	504	523
4546	504	534
4547	504	549
4548	505	346
4549	505	353
4550	505	389
4551	505	392
4552	505	412
4553	505	452
4554	505	465
4555	505	470
4556	505	484
4557	505	510
4558	505	513
4559	505	530
4560	505	544
4561	506	332
4562	506	349
4563	506	385
4564	506	395
4565	506	402
4566	506	443
4567	506	453
4568	506	478
4569	506	482
4570	506	508
4571	506	537
4572	506	543
4573	507	350
4574	507	362
4575	507	386
4576	507	391
4577	507	404
4578	507	406
4579	507	434
4580	507	464
4581	507	495
4582	507	499
4583	507	525
4584	507	546
4585	507	547
4586	508	347
4587	508	384
4588	508	405
4589	508	410
4590	508	417
4591	508	443
4592	508	468
4593	508	478
4594	508	501
4595	508	506
4596	508	542
4597	508	543
4598	509	358
4599	509	377
4600	509	391
4601	509	403
4602	509	405
4603	509	431
4604	509	483
4605	509	500
4606	509	502
4607	509	522
4608	509	542
4609	509	548
4610	510	286
4611	510	353
4612	510	389
4613	510	412
4614	510	486
4615	510	492
4616	510	505
4617	510	521
4618	510	550
4619	511	302
4620	511	365
4621	511	375
4622	511	382
4623	511	389
4624	511	404
4625	511	409
4626	511	481
4627	511	494
4628	511	496
4629	511	523
4630	511	541
4631	511	544
4632	511	547
4633	511	550
4634	512	366
4635	512	397
4636	512	406
4637	512	411
4638	512	414
4639	512	430
4640	512	473
4641	512	479
4642	512	497
4643	512	501
4644	512	545
4645	512	546
4646	513	305
4647	513	356
4648	513	394
4649	513	409
4650	513	411
4651	513	416
4652	513	465
4653	513	476
4654	513	493
4655	513	505
4656	513	521
4657	513	539
4658	513	544
4659	513	545
4660	514	348
4661	514	352
4662	514	388
4663	514	407
4664	514	408
4665	514	449
4666	514	488
4667	514	495
4668	514	503
4669	514	525
4670	514	538
4671	514	549
4672	515	359
4673	515	387
4674	515	395
4675	515	410
4676	515	413
4677	515	416
4678	515	466
4679	515	467
4680	515	491
4681	515	498
4682	515	524
4683	515	539
4684	515	543
4685	516	301
4686	516	345
4687	516	351
4688	516	399
4689	516	401
4690	516	406
4691	516	409
4692	516	463
4693	516	485
4694	516	498
4695	516	524
4696	516	545
4697	516	547
4698	517	363
4699	517	364
4700	517	382
4701	517	402
4702	517	408
4703	517	445
4704	517	487
4705	517	489
4706	517	502
4707	517	522
4708	517	537
4709	517	550
4710	518	373
4711	518	392
4712	518	393
4713	518	404
4714	518	411
4715	518	415
4716	518	441
4717	518	472
4718	518	480
4719	518	487
4720	518	500
4721	518	522
4722	518	544
4723	518	546
4724	519	289
4725	519	360
4726	519	376
4727	519	388
4728	519	390
4729	519	403
4730	519	413
4731	519	475
4732	519	496
4733	519	504
4734	519	523
4735	519	540
4736	519	548
4737	519	549
4738	520	304
4739	520	355
4740	520	361
4741	520	385
4742	520	399
4743	520	405
4744	520	413
4745	520	462
4746	520	492
4747	520	493
4748	520	521
4749	520	543
4750	520	548
4751	521	316
4752	521	394
4753	521	396
4754	521	402
4755	521	409
4756	521	416
4757	521	417
4758	521	486
4759	521	510
4760	521	513
4761	521	520
4762	521	543
4763	521	550
4764	522	378
4765	522	393
4766	522	404
4767	522	415
4768	522	417
4769	522	445
4770	522	489
4771	522	509
4772	522	517
4773	522	518
4774	522	542
4775	522	550
4776	523	321
4777	523	383
4778	523	398
4779	523	408
4780	523	412
4781	523	415
4782	523	416
4783	523	494
4784	523	504
4785	523	511
4786	523	519
4787	523	544
4788	523	549
4789	523	550
4790	524	318
4791	524	381
4792	524	387
4793	524	407
4794	524	413
4795	524	414
4796	524	416
4797	524	490
4798	524	515
4799	524	516
4800	524	545
4801	524	549
4802	525	379
4803	525	400
4804	525	403
4805	525	414
4806	525	415
4807	525	449
4808	525	503
4809	525	507
4810	525	514
4811	525	546
4812	525	549
4813	526	421
4814	526	422
4815	526	426
4816	526	429
4817	526	430
4818	526	434
4819	526	441
4820	526	449
4821	526	531
4822	526	538
4823	526	546
4824	526	551
4825	527	419
4826	527	423
4827	527	425
4828	527	427
4829	527	431
4830	527	432
4831	527	443
4832	527	445
4833	527	532
4834	527	537
4835	527	542
4836	527	552
4837	528	424
4838	528	433
4839	528	437
4840	528	439
4841	528	450
4842	528	456
4843	528	457
4844	528	469
4845	528	472
4846	528	531
4847	528	532
4848	529	418
4849	529	424
4850	529	436
4851	529	440
4852	529	442
4853	529	444
4854	529	458
4855	529	459
4856	529	465
4857	529	467
4858	529	530
4859	529	533
4860	529	535
4861	529	539
4862	530	420
4863	530	433
4864	530	452
4865	530	454
4866	530	455
4867	530	460
4868	530	477
4869	530	484
4870	530	491
4871	530	505
4872	530	529
4873	530	539
4874	531	437
4875	531	438
4876	531	450
4877	531	464
4878	531	472
4879	531	479
4880	531	503
4881	531	526
4882	531	528
4883	531	538
4884	531	546
4885	531	551
4886	532	435
4887	532	439
4888	532	456
4889	532	469
4890	532	478
4891	532	483
4892	532	489
4893	532	527
4894	532	528
4895	532	537
4896	532	542
4897	532	552
4898	533	423
4899	533	435
4900	533	440
4901	533	453
4902	533	458
4903	533	462
4904	533	467
4905	533	468
4906	533	486
4907	533	529
4908	533	543
4909	533	552
4910	534	421
4911	534	436
4912	534	437
4913	534	447
4914	534	451
4915	534	452
4916	534	476
4917	534	480
4918	534	481
4919	534	504
4920	534	540
4921	534	544
4922	534	551
4923	535	422
4924	535	436
4925	535	438
4926	535	444
4927	535	446
4928	535	463
4929	535	465
4930	535	473
4931	535	490
4932	535	529
4933	535	545
4934	535	551
4935	536	419
4936	536	439
4937	536	440
4938	536	448
4939	536	451
4940	536	454
4941	536	466
4942	536	471
4943	536	475
4944	536	494
4945	536	541
4946	536	552
4947	537	448
4948	537	453
4949	537	474
4950	537	488
4951	537	502
4952	537	506
4953	537	517
4954	537	527
4955	537	532
4956	537	542
4957	537	552
4958	538	446
4959	538	447
4960	538	461
4961	538	487
4962	538	495
4963	538	497
4964	538	514
4965	538	526
4966	538	531
4967	538	546
4968	538	551
4969	539	428
4970	539	457
4971	539	466
4972	539	476
4973	539	482
4974	539	493
4975	539	498
4976	539	501
4977	539	513
4978	539	515
4979	539	529
4980	539	530
4981	539	543
4982	539	545
4983	540	429
4984	540	444
4985	540	450
4986	540	461
4987	540	475
4988	540	484
4989	540	493
4990	540	496
4991	540	500
4992	540	519
4993	540	534
4994	540	544
4995	540	548
4996	540	551
4997	541	427
4998	541	456
4999	541	458
5000	541	460
5001	541	474
5002	541	481
5003	541	496
5004	541	498
5005	541	499
5006	541	511
5007	541	536
5008	541	547
5009	541	552
5010	542	468
5011	542	471
5012	542	499
5013	542	508
5014	542	509
5015	542	522
5016	542	527
5017	542	532
5018	542	537
5019	542	552
5020	543	443
5021	543	466
5022	543	478
5023	543	498
5024	543	506
5025	543	508
5026	543	515
5027	543	520
5028	543	521
5029	543	533
5030	543	539
5031	543	552
5032	544	441
5033	544	465
5034	544	472
5035	544	487
5036	544	494
5037	544	505
5038	544	511
5039	544	513
5040	544	518
5041	544	523
5042	544	534
5043	544	540
5044	544	550
5045	544	551
5046	545	430
5047	545	476
5048	545	479
5049	545	493
5050	545	497
5051	545	512
5052	545	513
5053	545	516
5054	545	524
5055	545	535
5056	545	539
5057	545	551
5058	546	473
5059	546	480
5060	546	500
5061	546	507
5062	546	512
5063	546	518
5064	546	525
5065	546	526
5066	546	531
5067	546	538
5068	546	551
5069	547	434
5070	547	463
5071	547	464
5072	547	481
5073	547	485
5074	547	495
5075	547	496
5076	547	507
5077	547	511
5078	547	516
5079	547	541
5080	547	549
5081	547	551
5082	548	431
5083	548	462
5084	548	475
5085	548	483
5086	548	492
5087	548	496
5088	548	502
5089	548	509
5090	548	519
5091	548	520
5092	548	540
5093	548	550
5094	548	552
5095	549	449
5096	549	490
5097	549	503
5098	549	504
5099	549	514
5100	549	519
5101	549	523
5102	549	524
5103	549	525
5104	549	547
5105	549	551
5106	550	445
5107	550	486
5108	550	489
5109	550	494
5110	550	510
5111	550	511
5112	550	517
5113	550	521
5114	550	522
5115	550	523
5116	550	544
5117	550	548
5118	550	552
5119	551	526
5120	551	531
5121	551	534
5122	551	535
5123	551	538
5124	551	540
5125	551	544
5126	551	545
5127	551	546
5128	551	547
5129	551	549
5130	552	527
5131	552	532
5132	552	533
5133	552	536
5134	552	537
5135	552	541
5136	552	542
5137	552	543
5138	552	548
5139	552	550
5140	553	564
5141	553	728
5142	555	557
5143	555	714
5144	556	753
5145	557	555
5146	557	559
5147	557	661
5148	557	760
5149	558	738
5150	559	557
5151	559	600
5152	559	661
5153	560	568
5154	560	672
5155	561	724
5156	563	664
5157	564	553
5158	564	758
5159	567	737
5160	568	560
5161	568	672
5162	568	716
5163	569	693
5164	571	744
5165	572	582
5166	573	584
5167	573	742
5168	573	779
5169	573	853
5170	574	756
5171	574	774
5172	576	769
5173	579	795
5174	582	572
5175	583	755
5176	584	573
5177	584	621
5178	585	923
5179	586	786
5180	586	866
5181	587	782
5182	588	785
5183	590	1015
5184	593	942
5185	593	999
5186	595	810
5187	598	796
5188	599	624
5189	600	559
5190	604	743
5191	605	632
5192	606	612
5193	607	625
5194	608	893
5195	608	964
5196	609	790
5197	610	921
5198	612	606
5199	615	873
5200	618	855
5201	621	584
5202	621	988
5203	623	626
5204	624	599
5205	625	607
5206	625	1072
5207	626	623
5208	630	977
5209	631	642
5210	632	605
5211	639	645
5212	640	1095
5213	642	631
5214	642	1073
5215	642	1115
5216	643	1075
5217	645	639
5218	652	1174
5219	654	656
5220	654	660
5221	654	664
5222	654	729
5223	654	1130
5224	654	1166
5225	655	1122
5226	656	654
5227	656	670
5228	656	1126
5229	657	667
5230	658	1201
5231	659	685
5232	659	688
5233	659	723
5234	660	654
5235	660	664
5236	660	740
5237	660	1127
5238	660	1130
5239	660	1219
5240	661	557
5241	661	559
5242	661	1212
5243	664	563
5244	664	654
5245	664	660
5246	664	707
5247	664	1130
5248	664	1150
5249	665	675
5250	665	1135
5251	665	1138
5252	666	1371
5253	667	657
5254	667	1357
5255	668	676
5256	668	695
5257	668	1137
5258	668	1176
5259	668	1355
5260	669	855
5261	669	1156
5262	670	656
5263	670	680
5264	670	1126
5265	672	560
5266	672	568
5267	672	768
5268	672	1257
5269	675	665
5270	675	1135
5271	675	1138
5272	676	668
5273	676	1137
5274	678	862
5275	678	1401
5276	679	717
5277	680	670
5278	680	1146
5279	680	1174
5280	681	1184
5281	681	1261
5282	682	712
5283	682	940
5284	682	1134
5285	682	1180
5286	683	1197
5287	683	1375
5288	684	775
5289	684	1220
5290	685	659
5291	685	1466
5292	686	1140
5293	686	1420
5294	687	1190
5295	688	659
5296	688	723
5297	688	779
5298	690	714
5299	690	728
5300	690	788
5301	690	1167
5302	691	741
5303	691	1235
5304	692	717
5305	692	1161
5306	693	569
5307	694	1384
5308	695	668
5309	695	731
5310	695	1241
5311	697	702
5312	697	1199
5313	697	1215
5314	697	1240
5315	698	752
5316	698	1172
5317	698	1222
5318	701	1188
5319	702	697
5320	702	1215
5321	702	1228
5322	703	750
5323	703	944
5324	703	1216
5325	703	1278
5326	704	1347
5327	705	746
5328	705	830
5329	706	1265
5330	706	1628
5331	707	664
5332	708	1200
5333	708	1213
5334	709	826
5335	710	769
5336	710	1230
5337	711	806
5338	712	682
5339	713	797
5340	713	1221
5341	714	555
5342	714	690
5343	714	760
5344	714	849
5345	716	568
5346	716	785
5347	716	789
5348	717	679
5349	717	692
5350	717	907
5351	717	1161
5352	719	815
5353	719	1317
5354	719	1630
5355	720	750
5356	720	904
5357	721	780
5358	721	1150
5359	722	949
5360	722	1606
5361	723	659
5362	723	688
5363	723	888
5364	723	1242
5365	724	561
5366	724	776
5367	724	1168
5368	726	757
5369	726	814
5370	727	1327
5371	727	1559
5372	728	553
5373	728	690
5374	728	905
5375	728	1167
5376	729	654
5377	729	1166
5378	730	933
5379	730	1191
5380	731	695
5381	731	1241
5382	732	821
5383	732	1360
5384	733	743
5385	733	1251
5386	734	1258
5387	735	764
5388	735	772
5389	735	931
5390	735	1193
5391	737	567
5392	737	764
5393	738	558
5394	740	660
5395	740	757
5396	740	1219
5397	740	1341
5398	741	691
5399	742	573
5400	742	1400
5401	743	604
5402	743	733
5403	744	571
5404	745	810
5405	745	819
5406	745	885
5407	745	1424
5408	746	705
5409	746	811
5410	746	830
5411	746	1324
5412	747	1270
5413	747	1431
5414	747	1635
5415	748	800
5416	749	1209
5417	750	703
5418	750	720
5419	750	1278
5420	750	1359
5421	752	698
5422	752	1206
5423	752	1419
5424	753	556
5425	753	1755
5426	754	1490
5427	755	583
5428	755	1221
5429	756	574
5430	756	838
5431	756	1328
5432	757	726
5433	757	740
5434	757	814
5435	757	1341
5436	758	564
5437	758	807
5438	758	914
5439	758	952
5440	758	1314
5441	758	1730
5442	759	822
5443	759	1407
5444	760	557
5445	760	714
5446	762	1044
5447	763	896
5448	763	1166
5449	763	1407
5450	763	1424
5451	764	735
5452	764	737
5453	764	827
5454	764	909
5455	764	1193
5456	765	1240
5457	768	672
5458	768	841
5459	769	576
5460	769	710
5461	770	818
5462	770	840
5463	770	1220
5464	770	1581
5465	771	794
5466	771	801
5467	772	735
5468	772	827
5469	772	1704
5470	774	574
5471	774	1207
5472	774	1328
5473	775	684
5474	775	848
5475	775	1220
5476	775	1403
5477	776	724
5478	776	876
5479	776	975
5480	776	1168
5481	778	1206
5482	778	1267
5483	779	573
5484	779	688
5485	780	721
5486	780	1000
5487	780	1159
5488	780	1728
5489	782	587
5490	782	1697
5491	785	588
5492	785	716
5493	786	586
5494	786	1244
5495	786	1248
5496	786	1409
5497	787	1358
5498	788	690
5499	788	849
5500	789	716
5501	789	913
5502	789	1376
5503	790	609
5504	790	1271
5505	790	1467
5506	790	1591
5507	791	1560
5508	793	875
5509	794	771
5510	794	1203
5511	794	1288
5512	794	1390
5513	794	1824
5514	795	579
5515	796	598
5516	796	1460
5517	797	713
5518	797	909
5519	797	1221
5520	797	1823
5521	798	998
5522	798	1275
5523	800	748
5524	801	771
5525	802	1274
5526	803	871
5527	804	982
5528	804	1421
5529	804	1438
5530	806	711
5531	806	872
5532	807	758
5533	807	1314
5534	810	595
5535	810	745
5536	810	968
5537	810	1526
5538	810	1573
5539	811	746
5540	811	908
5541	811	1324
5542	813	999
5543	814	726
5544	814	757
5545	814	1624
5546	815	719
5547	815	895
5548	815	1630
5549	817	1359
5550	818	770
5551	818	1289
5552	819	745
5553	819	954
5554	819	1424
5555	820	926
5556	820	1291
5557	821	732
5558	821	951
5559	821	1360
5560	822	759
5561	822	997
5562	824	1321
5563	825	1564
5564	826	709
5565	826	915
5566	826	1441
5567	826	1597
5568	827	764
5569	827	772
5570	828	1323
5571	830	705
5572	830	746
5573	830	906
5574	830	1309
5575	831	1440
5576	832	934
5577	832	1305
5578	832	1432
5579	833	889
5580	833	1513
5581	834	938
5582	834	980
5583	834	1522
5584	835	1286
5585	836	942
5586	837	866
5587	837	1366
5588	838	756
5589	838	1328
5590	838	1621
5591	839	904
5592	839	1480
5593	840	770
5594	841	768
5595	841	910
5596	842	963
5597	844	1259
5598	846	945
5599	846	1428
5600	847	893
5601	847	1466
5602	848	775
5603	848	1289
5604	848	1342
5605	848	1403
5606	849	714
5607	849	788
5608	849	1301
5609	850	926
5610	850	995
5611	850	1310
5612	850	1346
5613	850	1543
5614	851	1364
5615	852	983
5616	852	1087
5617	853	573
5618	854	897
5619	855	618
5620	855	669
5621	858	1345
5622	858	1364
5623	861	1436
5624	861	1703
5625	862	678
5626	862	1401
5627	863	1522
5628	865	1343
5629	865	1406
5630	866	586
5631	866	837
5632	866	1409
5633	868	1329
5634	871	803
5635	871	993
5636	872	806
5637	872	1004
5638	873	615
5639	873	998
5640	874	993
5641	875	793
5642	875	969
5643	876	776
5644	877	988
5645	877	1040
5646	879	1074
5647	880	1444
5648	881	970
5649	881	1484
5650	882	1558
5651	883	1029
5652	884	1316
5653	884	1388
5654	884	1607
5655	885	745
5656	885	1712
5657	886	1041
5658	888	723
5659	889	833
5660	890	989
5661	890	1596
5662	890	1655
5663	890	1688
5664	891	1580
5665	891	1723
5666	893	608
5667	893	847
5668	893	1024
5669	893	1034
5670	894	1020
5671	894	1749
5672	895	815
5673	896	763
5674	896	1424
5675	897	854
5676	897	1534
5677	898	992
5678	900	1630
5679	901	1472
5680	903	1011
5681	903	1589
5682	904	720
5683	904	839
5684	904	956
5685	905	728
5686	906	830
5687	906	1478
5688	906	1570
5689	907	717
5690	907	1387
5691	908	811
5692	909	764
5693	909	797
5694	909	1051
5695	910	841
5696	910	1639
5697	911	1528
5698	912	976
5699	912	1498
5700	912	1514
5701	913	789
5702	913	1376
5703	913	1475
5704	913	1520
5705	914	758
5706	914	952
5707	914	1730
5708	915	826
5709	915	1746
5710	916	1376
5711	916	1718
5712	917	1032
5713	918	1408
5714	918	1899
5715	919	968
5716	920	957
5717	921	610
5718	921	1501
5719	921	1707
5720	923	585
5721	925	1578
5722	925	1729
5723	926	820
5724	926	850
5725	926	1291
5726	926	1310
5727	926	1553
5728	926	1698
5729	927	1459
5730	928	1013
5731	928	1532
5732	929	1293
5733	929	1521
5734	930	1578
5735	930	1666
5736	931	735
5737	932	1037
5738	932	1516
5739	932	1577
5740	932	1652
5741	933	730
5742	933	1379
5743	934	832
5744	934	1432
5745	934	1598
5746	935	1537
5747	936	967
5748	938	834
5749	938	1579
5750	939	1896
5751	940	682
5752	940	1336
5753	941	1552
5754	941	1741
5755	942	593
5756	942	836
5757	942	1015
5758	942	1482
5759	942	1714
5760	943	1593
5761	944	703
5762	944	1453
5763	945	846
5764	946	1757
5765	947	1693
5766	949	722
5767	949	1606
5768	950	1694
5769	950	1802
5770	951	821
5771	952	758
5772	952	914
5773	952	1651
5774	952	1730
5775	953	1057
5776	953	1477
5777	953	1725
5778	954	819
5779	954	1437
5780	956	904
5781	957	920
5782	959	1046
5783	960	1622
5784	962	1858
5785	963	842
5786	963	1056
5787	963	1070
5788	964	608
5789	967	936
5790	968	810
5791	968	919
5792	968	1526
5793	968	1742
5794	968	1804
5795	969	875
5796	970	881
5797	971	1536
5798	972	1055
5799	972	1084
5800	972	1657
5801	975	776
5802	975	1025
5803	976	912
5804	976	1086
5805	976	1854
5806	977	630
5807	978	1527
5808	978	1825
5809	979	1055
