549	11071	100
550	3008	9433
551	3008	10278
552	3008	10475
553	3008	12198
554	9919	225
555	11454	9907
556	9919	1115
557	9919	1759
558	12222	316
559	11071	11784
560	11648	1709
561	9151	1288
562	11072	3771
563	11648	6175
564	3010	401
565	9151	8881
566	11072	7071
567	12128	95
568	9920	4420
569	12128	1123
570	12128	1734
571	12128	2643
572	11936	4449
573	6081	2691
574	11073	523
575	11649	2989
576	3010	10541
577	12223	5526
578	3011	323
579	11073	4251
580	12223	9180
581	9152	9723
582	11937	121
583	11937	181
584	11937	356
585	6082	332
586	11937	506
587	6082	468
588	6082	644
589	6082	1093
590	9153	165
591	9153	280
592	11650	1447
593	10688	3059
594	3012	229
595	9153	3024
596	3012	406
597	3012	836
598	3012	1565
599	11937	9406
600	6082	9677
601	11937	12202
602	9922	495
603	9922	800
604	9922	1594
605	3013	826
606	6083	4826
607	11938	8352
608	11938	8611
609	11458	237
610	12225	1585
611	10689	6008
612	11652	371
613	12225	7622
614	3014	822
615	11652	1139
616	3014	1275
617	9155	223
618	11652	2154
619	9155	635
620	12131	175
621	12131	1775
622	11652	5356
623	12131	4327
624	12034	8020
625	6084	8287
626	3014	8476
627	6085	163
628	12131	11443
629	6085	450
630	11459	8132
631	9155	10884
632	3015	52
633	11940	665
634	6085	2313
635	11940	1198
636	12132	2919
637	9156	1272
638	11077	253
639	11077	281
640	11460	1304
641	11077	1468
642	6085	10989
643	6085	12250
644	3016	286
645	3016	468
646	3016	1452
647	3016	8352
648	9925	3342
649	3016	9863
650	11461	2266
651	3017	100
652	3017	464
653	11078	7424
654	12228	320
655	9925	7741
656	12228	550
657	3017	4489
658	11846	1489
659	11942	1666
660	3017	9421
661	12134	4005
662	3017	10338
663	12134	5937
664	12228	8132
665	11942	7310
666	3018	1071
667	11655	153
668	11655	704
669	12134	8529
670	11655	805
671	11655	1431
672	9926	10892
673	12038	1608
674	9927	627
675	9927	701
676	12038	2558
677	12229	6113
678	12229	6738
679	6088	175
680	12229	7317
681	6088	433
682	12038	3808
683	6088	1105
684	6088	2154
685	3019	273
686	3019	665
687	12038	6283
688	9927	8322
689	9927	9605
690	6088	6674
691	6088	7622
692	9928	431
693	11080	7173
694	12039	376
695	12039	577
696	12039	920
697	12039	1588
698	9928	3903
699	6089	681
700	6089	2737
701	12039	7184
702	11464	653
703	11464	6269
704	12040	2329
705	12040	2770
706	12137	227
707	11849	2170
708	12137	5908
709	11945	5970
710	11658	831
711	11658	908
712	11658	1510
713	11946	805
714	11946	1288
715	10696	7082
716	3022	416
717	3022	464
718	3022	803
719	11466	1123
720	10697	95
721	11466	1847
722	11946	12009
723	11083	1228
724	11947	155
725	11466	2307
726	11466	4864
727	11851	183
728	11851	629
729	11659	5233
730	11851	1410
731	11851	2614
732	11467	231
733	11467	278
734	11467	417
735	11467	550
736	11467	635
737	11467	728
738	10698	671
739	3023	2433
740	11084	2277
741	10698	1719
742	11660	1206
743	11467	6809
744	11467	8474
745	11467	9183
746	3024	165
747	3024	280
748	11085	627
749	11085	753
750	11085	776
751	11085	2974
752	9932	9388
753	11085	5025
754	11661	1380
755	12140	10254
756	9933	325
757	9933	612
758	3024	9153
759	12141	231
760	12141	279
761	9933	3335
762	3025	230
763	3025	604
764	3025	822
765	9164	225
766	9164	230
767	11086	234
768	11086	667
769	11086	673
770	11086	1367
771	11086	1906
772	12141	5688
773	3025	8708
774	9934	175
775	9934	564
776	3026	31
777	6094	6017
778	3026	1048
779	3026	1102
780	3026	1551
781	3026	2142
782	9165	2410
783	9165	2964
784	11854	8838
785	9166	2110
786	9166	2239
787	10701	4841
788	11855	1575
789	3027	6398
790	12237	376
791	12237	750
792	12237	1803
793	12237	2154
794	12143	8173
795	12237	3938
796	11664	133
797	11471	1416
798	12144	539
799	12144	566
800	12144	891
801	12144	1259
802	12144	2392
803	12238	153
804	12238	435
805	12238	1139
806	12238	1152
807	12238	4426
808	6097	353
809	6097	627
810	10703	390
811	6097	753
812	6097	1447
813	9937	175
814	9168	753
815	9937	1730
816	9937	1734
817	3029	278
818	3029	404
819	11857	1655
820	3029	438
821	9937	2478
822	6097	6142
823	11472	5099
824	11953	532
825	3029	4769
826	3029	7948
827	9168	10557
828	11953	4402
829	6098	1199
830	6098	1254
831	3029	10020
832	10704	591
833	9169	750
834	11953	6180
835	3029	11357
836	11666	249
837	10704	2826
838	12146	281
839	11666	4251
840	10704	6530
841	11858	3757
842	6098	9777
843	11091	1729
844	11954	320
845	11954	485
846	11954	550
847	11954	612
848	11954	872
849	9169	9842
850	11091	3499
851	11091	3660
852	11091	3681
853	12146	5368
854	6099	1459
855	6099	1589
856	12049	235
857	12049	1589
858	12146	10125
859	11091	7741
860	12147	438
861	12147	550
862	9170	5162
863	11091	12011
864	11954	11433
865	11092	2110
866	9939	10455
867	12148	2312
868	12148	2441
869	9940	2443
870	3032	178
871	3032	195
872	11860	401
873	11860	701
874	3032	6939
875	11860	5576
876	9940	10745
877	9941	187
878	9941	647
879	9941	1048
880	9941	2021
881	11669	1515
882	11861	1920
883	11094	510
884	11094	750
885	11669	5356
886	9941	9132
887	9173	95
888	9173	217
889	9173	1688
890	9942	482
891	9942	889
892	9173	3833
893	9173	5635
894	11861	11244
895	9942	6112
896	9942	6460
897	9942	7010
898	10708	1188
899	11862	227
900	10708	1545
901	11862	756
902	10708	2317
903	10708	2553
904	3034	5332
905	11095	4805
906	9943	216
907	6103	216
908	9174	5063
909	3035	627
910	6103	5628
911	3035	701
912	3035	807
913	6103	5874
914	3035	1211
915	11863	217
916	3035	1510
917	11863	479
918	11863	510
919	11863	655
920	11863	2964
921	3035	4096
922	11863	3876
923	9944	320
924	9944	438
925	9175	31
926	9175	311
927	12152	2239
928	9175	756
929	12152	2312
930	9175	1551
931	3036	146
932	11959	163
933	11959	627
934	3036	890
935	11672	965
936	3036	1562
937	11672	1413
938	11672	2239
939	11672	2312
940	11672	2919
941	11959	4331
942	9176	144
943	9945	227
944	9176	1503
945	9945	1272
946	9945	2879
947	9176	5259
948	11960	2590
949	11960	6777
950	11098	431
951	11098	870
952	9177	420
953	11098	3623
954	11961	890
955	11961	894
956	11961	1035
957	11961	1272
958	11961	1418
959	11098	7828
960	11961	3480
961	11098	10057
962	12247	100
963	12247	539
964	12247	891
965	12056	940
966	12056	1127
967	9178	63
968	9178	175
969	9178	564
970	12056	2045
971	12056	2542
972	12247	3530
973	10712	1836
974	12247	7163
975	12056	8013
976	12155	234
977	3039	745
978	3039	1461
979	11100	390
980	3039	4977
981	11100	953
982	9179	4137
983	10713	483
984	10713	1513
985	12156	871
986	12156	1150
987	12057	10335
988	3040	316
989	6108	1159
990	12058	735
991	12058	842
992	6108	2853
993	3040	2988
994	9180	42
995	6108	7964
996	9180	3394
997	11483	353
998	11483	688
999	9180	12223
1000	3041	4593
1001	12250	163
1002	12250	450
1003	12250	1167
1004	12250	1406
1005	11677	361
1006	11677	2464
1007	10715	340
1008	10715	731
1009	11869	1552
1010	12250	6085
1011	12158	1415
1012	3042	417
1013	11869	6794
1014	11869	7345
1015	3042	3320
1016	11869	11779
1017	11677	12202
1018	3042	8152
1019	12159	2127
1020	9183	550
1021	11965	11797
1022	10716	7018
1023	6111	1244
1024	9183	3425
1025	9183	3428
1026	11966	4636
1027	11871	1649
1028	11679	651
1029	9183	11123
1030	9183	11302
1031	9183	11467
1032	11104	397
1033	6112	482
1034	6112	889
1035	3044	482
1036	11486	1891
1037	11679	7426
1038	12253	223
1039	12253	740
1040	12253	1258
1041	12062	3891
1042	9952	4514
1043	6112	9942
1044	3045	1645
1045	6113	1369
1046	9185	673
1047	6113	3691
1048	3045	5250
1049	11873	951
1050	11873	1123
1051	9185	10231
1052	10719	447
1053	10719	667
1054	10719	766
1055	10719	1264
1056	6113	12229
1057	9186	280
1058	9186	510
1059	9186	612
1060	9186	665
1061	9186	2140
1062	9186	2275
1063	9186	2277
1064	10719	3846
1065	12162	495
1066	9186	2988
1067	12162	766
1068	12162	866
1069	9954	183
1070	11106	1673
1071	9954	2919
1072	10719	7794
1073	3046	6274
1074	11106	8097
1075	10720	223
1076	10720	627
1077	10720	4251
1078	12256	751
1079	10720	10666
1080	11683	356
1081	11683	506
1082	6116	947
1083	11490	165
1084	6116	4404
1085	6116	5287
1086	12164	2708
1087	6117	18
1088	6117	872
1089	11490	11129
1090	11876	3289
1091	11491	332
1092	11491	1102
1093	11491	2409
1094	11491	3917
1095	6117	8130
1096	12165	1731
1097	11109	163
1098	11109	290
1099	11109	468
1100	11109	735
1101	11109	787
1102	11109	803
1103	3049	434
1104	11109	1410
1105	3049	577
1106	6118	532
1107	12165	6150
1108	10723	448
1109	10723	914
1110	11685	356
1111	10723	2027
1112	11685	1806
1113	10723	3361
1114	11972	223
1115	11972	231
1116	11492	3351
1117	11972	401
1118	11972	627
1119	11492	3790
1120	3050	450
1121	11972	3862
1122	11972	4553
1123	12259	1891
1124	11878	483
1125	12259	3617
1126	10724	917
1127	10724	920
1128	10724	1339
1129	10724	1588
1130	10724	1680
1131	11973	279
1132	10724	2275
1133	3051	187
1134	3051	495
1135	12259	8062
1136	3051	1198
1137	3051	2111
1138	9959	1356
1139	9959	2996
1140	11974	760
1141	11974	1244
1142	12069	1848
1143	12069	2199
1144	9959	6503
1145	6120	7769
1146	11111	11014
1147	11687	4422
1148	11494	4082
1149	11494	4119
1150	11112	33
1151	11687	5500
1152	11112	2296
1153	11494	6955
1154	6121	1063
1155	6121	3660
1156	6121	4984
1157	9192	6167
1158	12261	223
1159	12261	231
1160	12261	429
1161	12261	817
1162	11495	539
1163	6121	9230
1164	9193	359
1165	6122	210
1166	6122	227
1167	6122	235
1168	6122	756
1169	11495	10022
1170	6122	2691
1171	6122	2879
1172	9193	3580
1173	11496	95
1174	12262	508
1175	12262	787
1176	12262	1620
1177	12262	2296
1178	11496	3790
1179	11976	1127
1180	12169	4744
1181	10727	917
1182	3054	12
1183	3054	26
1184	3054	32
1185	3054	107
1186	3054	275
1187	12263	787
1188	12263	803
1189	12263	1620
1190	12263	2235
1191	12263	2606
1192	12170	1812
1193	11882	2418
1194	11882	4005
1195	3055	357
1196	12264	173
1197	12264	619
1198	12264	1410
1199	12264	1863
1200	9195	41
1201	11498	295
1202	12264	2553
1203	9195	1264
1204	11498	1123
1205	11498	1847
1206	11883	290
1207	11883	293
1208	12171	4210
1209	9963	181
1210	11498	2486
1211	11883	967
1212	11883	1097
1213	9963	971
1214	3056	187
1215	3056	2270
1216	3056	2731
1217	12073	187
1218	12073	210
1219	12073	223
1220	12073	431
1221	12073	532
1222	12073	803
1223	12073	1198
1224	9963	6835
1225	3056	6365
1226	3056	7045
1227	12172	161
1228	11498	10633
1229	11691	1406
1230	11691	1719
1231	12073	3996
1232	3056	9043
1233	12073	4667
1234	3056	9313
1235	3056	11314
1236	3056	11449
1237	10729	4787
1238	12173	709
1239	12173	743
1240	12074	4168
1241	10730	438
1242	10730	461
1243	11117	1584
1244	12266	438
1245	12266	461
1246	11117	1891
1247	10730	1870
1248	12266	2156
1249	10730	2853
1250	6126	2312
1251	11117	5200
1252	6126	3917
1253	12266	5467
1254	3058	559
1255	9965	3907
1256	11693	1416
1257	9965	4621
1258	12266	10988
1259	11886	237
1260	3059	217
1261	3059	1539
1262	11886	4005
1263	11694	1206
1264	3059	4278
1265	11694	2239
1266	3059	5303
1267	12175	4198
1268	11886	9568
1269	3059	10688
1270	6128	247
1271	9199	295
1272	9199	817
1273	10732	4349
1274	12176	2263
1275	9967	324
1276	9967	587
1277	6128	9530
1278	9199	9976
1279	12269	1180
1280	12269	1228
1281	9200	1150
1282	12176	11735
1283	6129	3128
1284	9200	2890
1285	11888	278
1286	11888	320
1287	11888	750
1288	11888	814
1289	11888	1402
1290	11983	397
1291	9968	1150
1292	6130	689
1293	6130	1097
1294	6130	1410
1295	6130	2409
1296	3062	591
1297	11984	1775
1298	3062	2826
1299	3062	7419
1300	12271	455
1301	12271	898
1302	12271	2001
1303	3062	11993
1304	3063	870
1305	10735	2117
1306	3063	1651
1307	10735	2587
1308	11890	433
1309	11890	1734
1310	3063	4139
1311	11698	230
1312	11698	447
1313	11505	2264
1314	3063	8728
1315	3063	9309
1316	11505	3805
1317	11122	7863
1318	12080	482
1319	12080	889
1320	12080	993
1321	12080	2564
1322	12080	3075
1323	11505	7093
1324	11505	7849
1325	11123	550
1326	11123	612
1327	11123	671
1328	6132	5051
1329	11506	175
1330	12080	9982
1331	11123	5968
1332	11506	1778
1333	11506	2307
1334	11123	9183
1335	12081	3007
1336	3065	74
1337	9971	181
1338	9971	506
1339	11892	727
1340	11507	532
1341	11507	604
1342	12181	273
1343	9971	4465
1344	11507	2301
1345	3065	8382
1346	12082	1288
1347	3065	11159
1348	3065	11223
1349	12082	2946
1350	3066	295
1351	3066	2510
1352	6134	510
1353	6134	612
1354	11893	19
1355	11893	231
1356	11893	273
1357	11893	323
1358	11893	431
1359	11893	635
1360	11893	1151
1361	6134	3093
1362	3066	7028
1363	6134	3876
1364	12083	279
1365	11701	577
1366	11701	725
1367	11988	1259
1368	11988	2575
1369	11893	10932
1370	9973	443
1371	9206	202
1372	9206	223
1373	9206	301
1374	9206	438
1375	11509	155
1376	9973	2108
1377	11509	2879
1378	11989	130
1379	11989	359
1380	11989	438
1381	12275	3490
1382	11989	1891
1383	12275	3879
1384	12275	5001
1385	12275	7714
1386	9207	1087
1387	9207	2365
1388	11510	3164
1389	12085	130
1390	12085	474
1391	12085	498
1392	12085	1036
1393	12085	1064
1394	12085	1967
1395	11127	4614
1396	11127	4897
1397	11511	309
1398	11511	766
1399	10740	5774
1400	11511	1159
1401	11511	2111
1402	9975	167
1403	9975	740
1404	3069	822
1405	11896	1908
1406	12086	577
1407	9975	3352
1408	12086	1244
1409	11896	4784
1410	11128	512
1411	11128	869
1412	3069	6066
1413	11128	1087
1414	11128	1588
1415	11128	2001
1416	9975	6022
1417	3069	8213
1418	11512	635
1419	11512	745
1420	9209	3204
1421	9976	295
1422	9976	817
1423	9976	1545
1424	11129	2273
1425	9976	4567
1426	11992	447
1427	11992	1200
1428	11992	1286
1429	11992	4348
1430	9976	9199
1431	12088	671
1432	12088	1087
1433	11129	11490
1434	11993	3062
1435	10743	153
1436	10743	2407
1437	10743	5036
1438	12187	725
1439	9211	27
1440	9211	273
1441	9211	431
1442	9211	1272
1443	2880	1205
1444	11131	163
1445	11131	450
1446	10743	10642
1447	11131	842
1448	11131	969
1449	11131	1048
1450	9211	3903
1451	11131	1547
1452	11899	4458
1453	10744	161
1454	10744	217
1455	11131	2549
1456	10744	280
1457	11994	96
1458	10744	423
1459	10744	479
1460	11994	429
1461	11994	803
1462	11131	3164
1463	11994	920
1464	9211	5771
1465	11994	1252
1466	11994	1616
1467	11131	4331
1468	9211	6884
1469	10744	2964
1470	9211	7426
1471	12187	8127
1472	6140	9764
1473	12187	10126
1474	6141	129
1475	12187	10963
1476	6141	195
1477	6141	1056
1478	12090	47
1479	11707	2650
1480	12187	11913
1481	12090	1272
1482	2881	434
1483	12090	3334
1484	11995	510
1485	11995	750
1486	11707	9230
1487	6142	627
1488	6142	1447
1489	12091	20
1490	12091	130
1491	12281	288
1492	12091	873
1493	11708	85
1494	12091	1064
1495	2882	539
1496	11708	920
1497	12091	1726
1498	2882	1259
1499	12281	3194
1500	6142	6097
1501	11996	1139
1502	11996	1515
1503	10745	9940
1504	6142	10227
1505	11133	145
1506	11133	230
1507	11133	1447
1508	6143	1188
1509	6143	1206
1510	11133	2964
1511	11133	4777
1512	9980	2919
1513	11709	779
1514	12282	40
1515	12282	731
1516	10746	5027
1517	12282	6578
1518	5952	804
1519	11709	9530
1520	5952	4850
1521	12283	52
1522	12283	1576
1523	9214	2988
1524	11997	10223
1525	12093	273
1526	12093	539
1527	11518	2964
1528	11518	3093
1529	12093	7660
1530	9215	247
1531	11135	578
1532	9215	779
1533	11903	225
1534	11903	1680
1535	9982	993
1536	9215	5612
1537	10748	67
1538	9982	2564
1539	11711	95
1540	11711	314
1541	11903	7686
1542	9982	5614
1543	2885	163
1544	11711	1688
1545	2885	627
1546	2885	1167
1547	11519	4593
1548	2885	1447
1549	2885	1496
1550	11903	10506
1551	9982	8243
1552	2885	2920
1553	9982	10557
1554	9982	12080
1555	9983	665
1556	11999	6748
1557	2885	9515
1558	11328	290
1559	11328	735
1560	11328	787
1561	11328	1097
1562	11328	1524
1563	11328	2312
1564	11328	2409
1565	9025	108
1566	10944	9723
1567	11328	5368
1568	9025	671
1569	2886	2989
1570	9025	1339
1571	9025	2747
1572	9025	2988
1573	11713	1380
1574	10272	11527
1575	11713	2564
1576	5956	1447
1577	10465	985
1578	5956	6935
1579	11714	1272
1580	7585	196
1581	7585	393
1582	7585	442
1583	11330	902
1584	2888	95
1585	11330	1513
1586	2888	591
1587	11330	1928
1588	7585	3881
1589	2888	2598
1590	2888	3949
1591	11715	1259
1592	10466	301
1593	2888	10977
1594	7585	11933
1595	10848	968
1596	2889	2
1597	2889	4
1598	2889	83
1599	10848	2108
1600	11715	11293
1601	10848	2853
1602	10275	1211
1603	11716	1149
1604	10466	10932
1605	7586	6835
1606	11716	4695
1607	10467	793
1608	10467	822
1609	10276	468
1610	10276	974
1611	10560	6167
1612	5959	237
1613	2890	7680
1614	5959	735
1615	2890	9200
1616	5959	1863
1617	5959	4281
1618	10468	510
1619	10468	612
1620	10949	367
1621	10949	564
1622	10949	769
1623	5960	1847
1624	10949	1208
1625	5960	3860
1626	10561	8420
1627	10469	604
1628	11718	566
1629	10469	1447
1630	11525	273
1631	11525	817
1632	10851	47
1633	5961	723
1634	11718	9912
1635	10851	2553
1636	10278	1674
1637	11719	681
1638	10278	3008
1639	11334	4321
1640	5962	161
1641	10563	1439
1642	10279	805
1643	11334	9787
1644	10279	1199
1645	7590	63
1646	11527	100
1647	11527	223
1648	11527	279
1649	11527	461
1650	11527	635
1651	10471	163
1652	10471	627
1653	5962	8374
1654	11527	3758
1655	10471	2920
1656	9798	5011
1657	2894	1547
1658	11527	10272
1659	7591	87
1660	7591	446
1661	11527	12025
1662	11721	612
1663	9798	11897
1664	11721	2988
1665	11336	2853
1666	9799	754
1667	7591	6309
1668	5963	10209
1669	7591	10533
1670	9799	4341
1671	7592	498
1672	2895	1439
1673	7592	951
1674	10565	4818
1675	10854	3669
1676	2895	10475
1677	7592	10257
1678	2896	74
1679	2896	223
1680	2896	279
1681	2896	388
1682	5965	82
1683	5965	281
1684	5965	362
1685	2896	2331
1686	5965	780
1687	9034	482
1688	9034	889
1689	9034	1228
1690	9034	2173
1691	5965	6832
1692	11723	1276
1693	11723	3870
1694	10954	227
1695	2897	468
1696	2897	1148
1697	7594	657
1698	9801	917
1699	10567	332
1700	10567	1148
1701	10954	8720
1702	11724	798
1703	11724	1039
1704	11724	1358
1705	9801	4895
1706	11724	2617
1707	11724	3717
1708	10567	5700
1709	10283	52
1710	10283	1056
1711	2898	85
1712	2898	612
1713	2898	920
1714	11531	2142
1715	2898	2001
1716	10955	4720
1717	9801	11215
1718	11339	5542
1719	10475	153
1720	10475	543
1721	10475	694
1722	10475	1152
1723	10475	1439
1724	10475	1484
1725	10475	2293
1726	11725	295
1727	10475	2895
1728	10475	3008
1729	2898	8271
1730	5967	6884
1731	10475	5783
1732	10956	100
1733	2898	10968
1734	10956	870
1735	2899	19
1736	2899	27
1737	10857	386
1738	2899	234
1739	2899	673
1740	2899	863
1741	10956	3530
1742	2899	1906
1743	11725	10383
1744	5968	612
1745	5968	671
